Package Name,Package Type,Duration,Ratings,Discount,New Prices,Old Prices,Cities,1D Cities,2D Cities,3D Cities,Days,Nights,Discount_num,Ratings_num
Unforgettable Kerala Tour: Munnar's Scenic Beauty,Customizable,3 Days & 2 Nights,3 Star,13% Off,21824,24800.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,13.0,3
"3-Day Kerala Tour Covering Munnar, Alleppey, and Cochin",Customizable,3 Days & 2 Nights,3 Star,12% Off,66960,74400.0,Munnar (1D)Alleppey (1D)Cochin (1D),"Munnar, Alleppey, Cochin",,,3,2,12.0,3
"5-Day Scenic Kerala Tour: Munnar, Alleppey, and Cochin",Customizable,5 Days & 4 Nights,4 Star,10% Off,20064,22800.0,Munnar (1D)Cochin (2D),Munnar,Cochin,,5,4,10.0,4
7-Day Kerala Tour: From Kochi to Kovalam,Customizable,7 Days & 6 Nights,3 Star,12% Off,11375,12500.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Kochi, Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,7,6,12.0,3
4-Day Scenic Kerala Tour: Munnar and Thekkady,Customizable,4 Days & 3 Nights,3 Star,9% Off,25872,29400.0,Munnar (2D)Thekkady (1D),Thekkady,Munnar,,4,3,9.0,3
4-Day Thrilling Kerala Tour with Mysore and Ooty Highlights,Customizable,4 Days & 3 Nights,3 Star,12% Off,23391,25990.0,,,,,4,3,12.0,3
4-Day Romantic Kerala Tour with Munnar & Alleppey Stay,Customizable,4 Days & 3 Nights,3 Star,10% Off,32560,37000.0,Munnar (2D)Alleppey (1D),Alleppey,Munnar,,4,3,10.0,3
3-Day Kerala Tour: Munnar & Cochin Highlights,Customizable,3 Days & 2 Nights,3 Star,12% Off,13430,15800.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,12.0,3
5-Day Kerala Tour: Munnar to Alleppey,Customizable,5 Days & 4 Nights,4 Star,15% Off,23496,26400.0,Munnar (3D)Alleppey (1D),Alleppey,,Munnar,5,4,15.0,4
4-Day Kerala Tour with Munnar and Alleppey,Customizable,4 Days & 3 Nights,3 Star,11% Off,32191,34990.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,11.0,3
6-Day Kerala Tour: Munnar to Cochin with Houseboat Stay,Customizable,6 Days & 5 Nights,4 Star,8% Off,43824,49800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,6,5,8.0,4
3-Day Enchanting Kerala Tour with Houseboat Stay,Customizable,3 Days & 2 Nights,3 Star,12% Off,23092,25100.0,Cochin (1D)Alleppey (1D),"Cochin, Alleppey",,,3,2,12.0,3
3-Day Scenic Kerala Tour from Cochin to Munnar,Customizable,3 Days & 2 Nights,3 Star,8% Off,47380,51500.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,8.0,3
5-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,8% Off,18920,21500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,8.0,4
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey Houseboat",Customizable,6 Days & 5 Nights,3 Star,12% Off,26013,29900.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Cherai (1D)Cochin (1D),"Thekkady, Kumarakom, Cherai, Cochin",Munnar,,6,5,12.0,3
"Unforgettable 6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,13% Off,25230,29000.0,Munnar (2D)Thekkady (1D)Varkala (1D),"Thekkady, Varkala",Munnar,,6,5,13.0,3
"Captivating 6-Day Kerala Tour with Munnar, Thekkady, Alleppey, and Kochi",Customizable,6 Days & 5 Nights,3 Star,13% Off,43350,51000.0,,,,,6,5,13.0,3
5-Day Kerala Tour with Munnar and Houseboat,Customizable,5 Days & 4 Nights,4 Star,15% Off,25200,28000.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,15.0,4
"6-Day Kerala Tour with Munnar, Thekkady, and Houseboat Stay",Customizable,6 Days & 5 Nights,4 Star,10% Off,17820,19800.0,,,,,6,5,10.0,4
5-Day Kerala Tour from Cochin with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,10% Off,29520,32800.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,10.0,4
"7-Day Kerala Tour: Munnar, Alleppey, Kanyakumari, and More",Customizable,7 Days & 6 Nights,4 Star,10% Off,23496,26400.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Poovar (1D),"Thekkady, Alleppey, Poovar",Munnar,,7,6,10.0,4
"5-Day Kerala Tour: Munnar, Thekkady, Alleppey Houseboat",Customizable,5 Days & 4 Nights,3 Star,11% Off,32191,34990.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,11.0,3
3-Day Kerala Tour with Kochi and Alleppey Houseboat Stay,Customizable,3 Days & 2 Nights,4 Star,8% Off,43824,49800.0,Kochi (1D)Alleppey (1D),"Kochi, Alleppey",,,3,2,8.0,4
5-Day Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,4 Star,12% Off,24816,28200.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,12.0,4
3-Day Scenic Kerala Tour from Cochin to Munnar,Customizable,3 Days & 2 Nights,4 Star,12% Off,66572,74800.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,12.0,4
5-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,11% Off,29192,32800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,4
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey Houseboat",Customizable,6 Days & 5 Nights,3 Star,11% Off,35870,42200.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Cherai (1D)Cochin (1D),"Thekkady, Kumarakom, Cherai, Cochin",Munnar,,6,5,11.0,3
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey Houseboat",Customizable,5 Days & 4 Nights,3 Star,15% Off,38250,42500.0,Munnar (2D)Thekkady (1D)Kumarakom (1D)Cochin (1D),"Thekkady, Kumarakom, Cochin",Munnar,,5,4,15.0,3
7-Day Kerala Tour with Munnar and Backwater Adventure,Customizable,7 Days & 6 Nights,4 Star,10% Off,30544,33200.0,Munnar (2D)Thekkady (1D)Varkala (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Varkala, Trivandrum","Munnar, Kovalam",,7,6,10.0,4
5-Day Kerala Tour with Munnar Tea Gardens and Alleppey Houseboat,Customizable,5 Days & 4 Nights,3 Star,8% Off,40040,44000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,8.0,3
Kerala Tour with Munnar & Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,9% Off,24795,28500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,3
"6-Day Kerala Tour with Munnar, Thekkady & Alleppey Houseboat",Customizable,6 Days & 5 Nights,3 Star,13% Off,47380,51500.0,Cherai (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Cherai, Thekkady, Alleppey, Cochin",Munnar,,6,5,13.0,3
"5-Day Exotic Kerala Tour Covering Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,8% Off,18920,21500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,8.0,3
7-Day Kerala Tour with Houseboat and Beach Escapades,Customizable,7 Days & 6 Nights,3 Star,12% Off,26013,29900.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,12.0,3
3-Day Serene Kerala Tour from Coimbatore,Customizable,3 Days & 2 Nights,3 Star,13% Off,25230,29000.0,,,,,3,2,13.0,3
"Captivating 6-Day Kerala Tour with Munnar, Thekkady, Alleppey, and Kochi",Customizable,6 Days & 5 Nights,4 Star,13% Off,43350,51000.0,,,,,6,5,13.0,4
5-Day Kerala Tour with Munnar and Houseboat,Customizable,5 Days & 4 Nights,3 Star,15% Off,25200,28000.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,15.0,3
"6-Day Kerala Tour with Munnar, Thekkady, and Houseboat Stay",Customizable,6 Days & 5 Nights,4 Star,10% Off,17820,19800.0,,,,,6,5,10.0,4
5-Day Kerala Tour from Cochin with Munnar and Alleppey Houseboat,Customizable,5 Days & 4 Nights,4 Star,10% Off,29520,32800.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,10.0,4
"7-Day Kerala Tour: Munnar, Alleppey, Kanyakumari, and More",Customizable,7 Days & 6 Nights,4 Star,10% Off,150300,167000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Poovar (1D),"Thekkady, Alleppey, Poovar",Munnar,,7,6,10.0,4
"5-Day Kerala Tour: Munnar, Thekkady, Alleppey Houseboat",Customizable,5 Days & 4 Nights,3 Star,10% Off,21414,24900.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,10.0,3
3-Day Kerala Tour with Kochi and Alleppey Houseboat Stay,Customizable,3 Days & 2 Nights,4 Star,14% Off,91225,102500.0,Kochi (1D)Alleppey (1D),"Kochi, Alleppey",,,3,2,14.0,4
5-Day Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,11% Off,44590,49000.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,11.0,3
"10-Day Kerala Tour: Munnar, Thekkady, and Kovalam Adventure",Customizable,10 Days & 9 Nights,3 Star,9% Off,60220,65457.0,Munnar (2D)Thekkady (2D)Allepey (1D)Varkala (1D)Kovalam (1D)Trivandrum (1D),"Allepey, Varkala, Kovalam, Trivandrum","Munnar, Thekkady",,10,9,9.0,3
5-Day Enchanting Kerala Tour Package,Customizable,5 Days & 4 Nights,4 Star,8% Off,31740,34500.0,Munnar (2D)Thekkady (1D)Alleppey (1D),"Thekkady, Alleppey",Munnar,,5,4,8.0,4
8-Day Exhilarating Kerala Tour with Munnar and Alleppey Houseboat,Customizable,8 Days & 7 Nights,3 Star,8% Off,13659,15700.0,Munnar (2D)Thekkady (2D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Alleppey, Trivandrum","Munnar, Thekkady, Kovalam",,8,7,8.0,3
"7-Day Kerala Tour: Munnar, Alleppey & Kovalam",Customizable,7 Days & 6 Nights,3 Star,13% Off,29900,32500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D),"Thekkady, Alleppey","Munnar, Kovalam",,7,6,13.0,3
"7-Day Kerala Tour with Munnar, Alleppey, and Varkala Highlights",Customizable,7 Days & 6 Nights,3 Star,8% Off,41499,47700.0,Munnar (2D)Thekkady (1D)Alleppey (2D)Varkala (1D),"Thekkady, Varkala","Munnar, Alleppey",,7,6,8.0,3
6-Day Kerala Tour: Cochin to Alleppey with Munnar and Thekkady,Customizable,6 Days & 5 Nights,3 Star,13% Off,78660,87400.0,Cherai (1D)Munnar (2D)Thekkady (1D),"Cherai, Thekkady",Munnar,,6,5,13.0,3
Experience Kerala's Beauty with Our 3-Day Munnar Tour,Customizable,3 Days & 2 Nights,4 Star,10% Off,12922,14200.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,10.0,4
Experience Kerala's Natural Beauty and Culture in 5 Days,Customizable,5 Days & 4 Nights,4 Star,9% Off,14436,16404.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,9.0,4
7-Day Kerala Tour with Alleppey Houseboat and Wildlife Adventure,Customizable,7 Days & 6 Nights,3 Star,12% Off,35332,40150.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,12.0,3
"6-Day Kerala Adventure: Munnar, Thekkady, Alleppey & Kovalam",Customizable,6 Days & 5 Nights,4 Star,12% Off,30485,33500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,12.0,4
3-Day Kerala Tour: Munnar's Natural Beauty and Cochin's Rich Heritage,Customizable,3 Days & 2 Nights,3 Star,9% Off,14620,17000.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,9.0,3
3-Day Munnar Tour with Scenic Waterfalls and Tea Gardens,Customizable,3 Days & 2 Nights,3 Star,14% Off,23140,26000.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,14.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,3 Star,11% Off,33810,36750.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,3
4-Day Enchanting Kerala Tour,Customizable,4 Days & 3 Nights,3 Star,8% Off,45390,51000.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,8.0,3
3-Day Munnar and Kochi Tour,Customizable,3 Days & 2 Nights,4 Star,11% Off,33264,37800.0,Munnar (2D)Kochi (1D),Kochi,Munnar,,3,2,11.0,4
3-Day Kerala Tour: Discover Wayanad's Natural Beauty,Customizable,3 Days & 2 Nights,3 Star,12% Off,17028,19800.0,Wayanad (3D),,,Wayanad,3,2,12.0,3
"5-Day Kerala Tour Package: Munnar, Alleppey & Varkala",Customizable,5 Days & 4 Nights,3 Star,14% Off,8000,8696.0,Munnar (2D)Alleppey (1D)Varkala (1D)Cochin (1D),"Alleppey, Varkala, Cochin",Munnar,,5,4,14.0,3
"7-Day Kerala Tour: Majestic Munnar, Thekkady, Alleppey, and Kovalam",Customizable,7 Days & 6 Nights,3 Star,8% Off,13000,14444.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,8.0,3
6-Day Kerala Tour with Houseboat & Wildlife,Customizable,6 Days & 5 Nights,3 Star,10% Off,32670,36300.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cherai (1D)Cochin (1D),"Thekkady, Alleppey, Cherai, Cochin",Munnar,,6,5,10.0,3
3-Day Kerala Tour with Houseboat Stay,Customizable,3 Days & 2 Nights,3 Star,10% Off,21620,23500.0,Kochi (2D)Alleppey (1D),Alleppey,Kochi,,3,2,10.0,3
2 Nights 3 Days Bekal Tour Package,Customizable,3 Days & 2 Nights,4 Star,8% Off,29920,34000.0,Bekal (2D)Kozhikode (1D),Kozhikode,Bekal,,3,2,8.0,4
4 Nights 5 Days Valparai Tour Packages,Customizable,5 Days & 4 Nights,3 Star,12% Off,21315,24500.0,Munnar (2D)Valparai (3D),,Munnar,Valparai,5,4,12.0,3
Explore Kerala's Natural Wonders in 6 Days,Customizable,6 Days & 5 Nights,4 Star,13% Off,26588,28900.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cherai (1D)Kochi (1D),"Thekkady, Alleppey, Cherai, Kochi",Munnar,,6,5,13.0,4
4-Day Kerala Tour: Munnar's Hills to Alleppey's Backwaters,Customizable,4 Days & 3 Nights,3 Star,8% Off,34425,40500.0,,,,,4,3,8.0,3
5-Day Romantic Tour of Kerala with Alleppey Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,15% Off,131943,148250.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,15.0,3
"5-Day Kerala Tour: Munnar, Houseboat, Thekkady & Cochin",Customizable,5 Days & 4 Nights,4 Star,11% Off,14670,16300.0,,,,,5,4,11.0,4
3-Day Kerala Tour through Munnar's Scenic Beauty,Customizable,3 Days & 2 Nights,3 Star,10% Off,62067,68205.0,Munnar (2D)Cochin (1D),Cochin,Munnar,,3,2,10.0,3
4-Day Kerala Houseboat and Varkala Beach Tour,Customizable,4 Days & 3 Nights,5 Star,9% Off,121841,136900.0,Alleppey (1D)Varkala (2D)Trivandrum (1D),"Alleppey, Trivandrum",Varkala,,4,3,9.0,5
"5-Day Kerala Adventure: Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,4 Star,11% Off,12443,14140.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,4
"3-Day Kerala Tour: Beaches, Culture, and Nature",Customizable,3 Days & 2 Nights,4 Star,12% Off,48300,52500.0,Varkala (3D),,,Varkala,3,2,12.0,4
"7-Day Kerala Tour: Munnar, Thekkady & Kovalam",Customizable,7 Days & 6 Nights,3 Star,8% Off,40480,46000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,8.0,3
"7-Day Kerala Tour with Hill Stations, Backwaters & Beaches",Customizable,7 Days & 6 Nights,3 Star,12% Off,41238,47400.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,12.0,3
3-Day Kerala Tour: Culture and Nature Adventure,Customizable,3 Days & 2 Nights,4 Star,13% Off,31648,36800.0,Varkala (2D)Trivandrum (1D),Trivandrum,Varkala,,3,2,13.0,4
4-Day Kerala Tour: Discover Munnar's Breathtaking Landscapes,Customizable,4 Days & 3 Nights,5 Star,14% Off,45730,53800.0,Munnar (3D)Cochin (1D),Cochin,,Munnar,4,3,14.0,5
7-Day Kerala Tour: From Munnar's Hills to Trivandrum's Rich Culture,Customizable,7 Days & 6 Nights,4 Star,15% Off,71104,80800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (2D),"Thekkady, Alleppey, Kovalam","Munnar, Trivandrum",,7,6,15.0,4
7-Day Kerala Tour with Private Houseboat Stay,Customizable,7 Days & 6 Nights,4 Star,12% Off,23051,25900.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,12.0,4
7-Day Enchanting Kerala Tour: From Cochin to Trivandrum,Customizable,7 Days & 6 Nights,4 Star,11% Off,28350,31500.0,Kochi (1D)Munnar (1D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Kochi, Munnar, Thekkady, Alleppey, Trivandrum",Kovalam,,7,6,11.0,4
"6-Day Kerala Escape: Munnar, Thekkady, and Houseboat Experience",Customizable,6 Days & 5 Nights,4 Star,10% Off,104796,116440.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,10.0,4
6-Day Kerala and Mysore Adventure,Customizable,6 Days & 5 Nights,4 Star,10% Off,28028,30800.0,Kovalam (1D),Kovalam,,,6,5,10.0,4
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,4 Star,9% Off,28124,31600.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,9.0,4
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,4 Star,11% Off,32973,37900.0,Kochi (1D)Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Kochi, Thekkady, Alleppey, Cochin",Munnar,,6,5,11.0,4
7-Day Captivating Kerala Tour with Houseboat Experience,Customizable,7 Days & 6 Nights,3 Star,13% Off,57239,62900.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (2D)Trivandrum (1D),"Thekkady, Alleppey, Trivandrum","Munnar, Kovalam",,7,6,13.0,3
4-Day Kerala Tour: Munnar and Alleppey,Customizable,4 Days & 3 Nights,4 Star,9% Off,19699,23175.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,9.0,4
Experience the Best of Kerala with Our 5-Day Tour,Customizable,5 Days & 4 Nights,3 Star,15% Off,197580,222000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,15.0,3
6-Day Kerala Romantic Tour with Houseboat and Wildlife,Customizable,6 Days & 5 Nights,3 Star,11% Off,34056,38700.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Cochin (1D),"Thekkady, Alleppey, Kovalam, Cochin",Munnar,,6,5,11.0,3
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey Houseboat",Customizable,6 Days & 5 Nights,3 Star,12% Off,32556,36580.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,12.0,3
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,4 Star,11% Off,15660,18000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,6,5,11.0,4
6-Day Kerala Tour with Houseboat Experience,Customizable,6 Days & 5 Nights,3 Star,13% Off,21080,24800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,13.0,3
Experience Kerala's Best: 6-Day Tour from Tea Plantations to Backwaters,Customizable,6 Days & 5 Nights,3 Star,15% Off,51513,57880.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cherai (1D)Cochin (1D),"Thekkady, Alleppey, Cherai, Cochin",Munnar,,6,5,15.0,3
"6-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,6 Days & 5 Nights,3 Star,11% Off,56520,62800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,11.0,3
3-Day Kerala Tour: Munnar's Waterfalls and Tea Gardens,Customizable,3 Days & 2 Nights,4 Star,10% Off,28122,32700.0,Munnar (3D),,,Munnar,3,2,10.0,4
"4-Day Captivating Kerala Tour: Munnar, Alleppey & Cochin",Customizable,4 Days & 3 Nights,3 Star,14% Off,31328,35200.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,14.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Alleppey",Customizable,5 Days & 4 Nights,4 Star,11% Off,20640,24000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,11.0,4
"6-Day Kerala Tour: Explore Kovalam, Kanyakumari, Alleppey, and Munnar",Customizable,6 Days & 5 Nights,4 Star,14% Off,17425,20500.0,Kovalam (2D)Alleppey (1D)Munnar (2D)Kochi (1D),"Alleppey, Kochi","Kovalam, Munnar",,6,5,14.0,4
5-Day Captivating Kerala Tour with Houseboat Stay,Customizable,5 Days & 4 Nights,3 Star,15% Off,27755,30500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,15.0,3
"6-Day Kerala Tour: Munnar, Alappuzha & Kovalam",Customizable,6 Days & 5 Nights,4 Star,9% Off,50138,58300.0,Munnar (2D)Alleppey (1D)Kovalam (1D)Trivandrum (2D),"Alleppey, Kovalam","Munnar, Trivandrum",,6,5,9.0,4
4-Day Kerala Tour: Munnar's Hills and Houseboat Adventure,Customizable,4 Days & 3 Nights,3 Star,14% Off,48950,55000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,14.0,3
4-Day Kerala Tour with Munnar and Alleppey Highlights,Customizable,4 Days & 3 Nights,4 Star,11% Off,43240,47000.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,11.0,4
4-Day Kerala Tour: Munnar and Alleppey,Customizable,4 Days & 3 Nights,4 Star,8% Off,51210,56900.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,8.0,4
4-Day Kerala Tour with Munnar and Alleppey Houseboat,Customizable,4 Days & 3 Nights,3 Star,10% Off,51120,56800.0,Munnar (2D)Alleppey (1D)Kochi (1D),"Alleppey, Kochi",Munnar,,4,3,10.0,3
"5-Day Kerala Tour with Munnar, Thekkady, and Houseboat",Customizable,5 Days & 4 Nights,4 Star,10% Off,42064,47800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,10.0,4
5-Day Thrilling Kerala Tour with Munnar and Alleppey's Backwaters,Customizable,5 Days & 4 Nights,3 Star,12% Off,32384,36800.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
"5-Day Kerala Tour with Munnar, Thekkady & Houseboat",Customizable,5 Days & 4 Nights,3 Star,12% Off,36673,40300.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Cochin (1D),"Thekkady, Alleppey, Cochin",Munnar,,5,4,12.0,3
6-Day Kerala Adventure with Houseboat Stay,Customizable,6 Days & 5 Nights,3 Star,9% Off,26255,29500.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,9.0,3
"6-Day Kerala Adventure with Munnar, Thekkady, and Houseboat Stay",Customizable,6 Days & 5 Nights,3 Star,11% Off,48950,55000.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kovalam (1D)Trivandrum (1D),"Thekkady, Alleppey, Kovalam, Trivandrum",Munnar,,6,5,11.0,3
"5-Day Kerala Tour: Munnar, Thekkady & Alleppey",Customizable,5 Days & 4 Nights,4 Star,11% Off,20608,22400.0,Munnar (2D)Thekkady (1D)Alleppey (1D)Kochi (1D),"Thekkady, Alleppey, Kochi",Munnar,,5,4,11.0,4
3-Day Kerala Tour with Vagamon and Alleppey Highlights,Customizable,3 Days & 2 Nights,4 Star,8% Off,29493,33900.0,Vagamon (1D)Alleppey (2D),Vagamon,Alleppey,,3,2,8.0,4
3-Day Relaxing Kerala Tour: Explore Varkala's Beaches and Views,Customizable,3 Days & 2 Nights,3 Star,13% Off,19166,20833.0,Varkala (3D),,,Varkala,3,2,13.0,3
Experience the Beauty of Kerala with a 4-Day Tour,Customizable,4 Days & 3 Nights,3 Star,8% Off,46350,51500.0,Alleppey (1D)Kumarakom (1D)Cherai (1D)Cochin (1D),"Alleppey, Kumarakom, Cherai, Cochin",,,4,3,8.0,3
4-Day Kerala Tour: Munnar to Alappuzha,Customizable,4 Days & 3 Nights,3 Star,10% Off,31680,36000.0,Munnar (2D)Alleppey (1D)Cochin (1D),"Alleppey, Cochin",Munnar,,4,3,10.0,3
