record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T8969,Airbnb,Gaming,,Startup,Jun,2024,484.0,0.8,Overhiring Correction,14.2,7.0,4534.0,Moderate Hiring,15.5,ML Engineer,31.2,34.5,16.9,,9.4,7.7,Bull Market
T8970,Oracle,FinTech,Germany,Startup,Dec,2025,5845.0,,AI Automation,7.7,8.0,5033.0,Moderate Hiring,54.0,Cybersecurity Analyst,-3.0,28.9,18.8,6.9,5.2,6.1,Stable
T8971,Netflix,Cloud,USA,Mid-size,Dec,2025,3063.0,7.9,Restructuring,1.7,1.9,4923.0,Hiring Freeze,89.0,Cloud Engineer,42.1,37.6,18.9,1.6,8.2,7.8,Stable
T8972,Microsoft,Gaming,UK,Big Tech,Apr,2025,5406.0,17.9,AI Automation,1.3,8.2,,Downsizing,27.2,Software Engineer,-28.0,,-12.5,2.1,5.5,3.8,Stable
T8973,Salesforce,Social Media,Singapore,Startup,May,2026,2081.0,4.1,Overhiring Correction,9.4,6.1,3092.0,Hiring Freeze,79.2,,-14.5,35.8,25.2,6.0,7.2,7.1,Bull Market
T8974,Airbnb,Cybersecurity,India,,Jan,2024,18723.0,23.8,Cost Cutting,5.2,6.5,1456.0,,82.4,ML Engineer,49.2,0.4,-12.7,4.3,4.9,5.0,Recession
T8975,Meta,Cloud,Singapore,Startup,Jul,2024,3463.0,16.6,AI Automation,8.0,5.0,2895.0,Hiring Freeze,30.8,ML Engineer,76.2,33.4,1.9,5.9,4.9,5.4,Stable
T8976,OpenAI,Social Media,Singapore,Big Tech,Oct,2025,8527.0,30.3,Restructuring,8.3,10.0,219.0,Hiring Freeze,61.4,DevOps Engineer,6.8,23.5,1.3,8.2,6.1,,Recession
T8977,,Social Media,Germany,Startup,Oct,2025,2429.0,17.2,Cost Cutting,7.6,9.7,1259.0,Hiring Freeze,31.1,Frontend Developer,79.0,0.2,-1.8,9.6,5.2,4.1,Recession
T8978,,AI,USA,Big Tech,Apr,2025,5561.0,36.1,Market Slowdown,6.1,10.0,4981.0,Hiring Freeze,39.7,Data Scientist,36.3,17.6,-5.7,6.2,4.8,2.1,Recession
T8979,Anthropic,E-Commerce,Singapore,Enterprise,Nov,2024,19988.0,39.3,AI Automation,7.7,10.0,1576.0,Downsizing,68.7,ML Engineer,42.2,53.3,,4.6,,3.2,Recession
T8980,Intel,AI,USA,Startup,Aug,2026,7037.0,18.4,Cost Cutting,4.1,8.6,2138.0,Hiring Freeze,76.9,ML Engineer,-17.7,59.3,16.8,6.5,6.4,6.5,Recession
T8981,Amazon,Cloud,UK,Big Tech,Oct,2026,281.0,1.6,Cost Cutting,5.1,10.0,2211.0,Moderate Hiring,58.1,Software Engineer,-42.9,52.0,31.0,7.4,8.2,7.4,Bull Market
T8982,Oracle,E-Commerce,Singapore,Startup,Jun,2026,4147.0,13.9,Overhiring Correction,3.1,2.9,1614.0,Hiring Freeze,40.2,Frontend Developer,-33.2,54.6,22.5,3.6,6.8,7.2,Stable
T8983,Amazon,Cybersecurity,Canada,Mid-size,Jan,2025,1714.0,7.0,,10.0,10.0,3165.0,Moderate Hiring,27.2,Frontend Developer,50.2,-10.3,-10.6,9.6,7.0,5.9,Stable
T8984,SAP,AI,India,Enterprise,Aug,2025,5781.0,1.5,Overhiring Correction,7.2,5.8,2093.0,,11.8,ML Engineer,45.9,25.4,17.2,5.9,7.1,6.7,Stable
T8985,Spotify,Cybersecurity,India,Startup,Sep,2024,5837.0,33.8,Restructuring,1.2,6.7,1924.0,Downsizing,,DevOps Engineer,50.4,34.4,10.9,1.0,6.1,3.4,Recession
T8986,Spotify,AI,Canada,Mid-size,May,2024,2293.0,15.8,Market Slowdown,4.4,8.4,5855.0,Moderate Hiring,34.4,Data Scientist,46.2,57.7,22.1,3.0,8.8,6.9,Stable
T8987,Meta,Cloud,Canada,,Oct,2026,12687.0,36.6,AI Automation,1.2,8.7,1181.0,Downsizing,57.9,Cybersecurity Analyst,81.0,-8.5,-13.7,1.1,3.7,1.9,Recession
T8988,Meta,Cybersecurity,Germany,Big Tech,Jun,2025,1936.0,0.4,Restructuring,2.9,3.6,,Moderate Hiring,46.7,,-6.4,7.7,7.2,4.4,5.2,7.6,Bull Market
T8989,Airbnb,FinTech,Germany,Startup,Sep,2025,217.0,4.6,Overhiring Correction,1.8,4.0,4834.0,Moderate Hiring,39.6,Data Scientist,35.8,,25.3,1.2,7.6,8.8,Bull Market
T8990,Uber,Cloud,USA,Startup,Sep,2026,5440.0,9.6,Restructuring,1.9,5.4,420.0,Hiring Freeze,35.2,Product Manager,44.5,32.0,20.7,2.6,7.7,6.5,Stable
T8991,Salesforce,FinTech,India,Big Tech,Feb,2024,,4.1,Restructuring,7.6,9.0,644.0,Hiring Freeze,68.9,Data Scientist,75.7,,18.5,5.8,7.5,7.4,Bull Market
T8992,Databricks,Cybersecurity,India,Big Tech,Mar,2025,15176.0,29.9,Overhiring Correction,9.3,10.0,327.0,Downsizing,33.9,ML Engineer,-38.7,23.9,6.9,,5.8,4.6,Recession
T8993,SAP,,USA,Mid-size,Aug,2026,2219.0,17.6,Restructuring,1.7,4.3,1885.0,Downsizing,30.2,DevOps Engineer,10.5,-2.3,-9.5,1.8,5.3,5.9,Stable
T8994,Meta,AI,India,Startup,Mar,2025,196.0,1.6,Market Slowdown,11.2,4.6,6185.0,Moderate Hiring,24.3,Data Scientist,-11.8,-7.1,-8.4,8.5,7.7,,Bull Market
T8995,Uber,AI,USA,Enterprise,Sep,2024,5051.0,4.7,Restructuring,6.6,10.0,5043.0,Moderate Hiring,18.3,ML Engineer,17.7,-21.4,-7.3,9.8,5.1,5.1,Stable
T8996,Salesforce,,India,Big Tech,Jul,2026,1389.0,0.0,Market Slowdown,7.3,3.7,2890.0,Moderate Hiring,,Software Engineer,-44.3,,14.3,5.0,5.8,6.7,Bull Market
T8997,Oracle,E-Commerce,Germany,Enterprise,Sep,2025,2652.0,7.3,AI Automation,10.0,10.0,4100.0,Moderate Hiring,74.0,Cybersecurity Analyst,-8.6,-2.7,-6.2,,7.8,5.0,Stable
T8998,Adobe,Cloud,Singapore,Startup,Apr,2025,16968.0,27.8,Market Slowdown,9.6,,1723.0,Downsizing,40.6,Software Engineer,82.8,-17.2,-4.6,8.9,5.7,3.6,Recession
T8999,Stripe,E-Commerce,India,Big Tech,Jul,2025,5657.0,13.1,AI Automation,6.5,7.7,3235.0,Moderate Hiring,60.5,,-20.0,16.1,-2.3,5.1,7.4,5.5,Stable
T9000,Netflix,Gaming,USA,Mid-size,Jul,2026,5385.0,11.5,Market Slowdown,15.4,10.0,4456.0,Moderate Hiring,52.6,DevOps Engineer,-35.7,54.9,28.0,9.2,,5.6,Stable
T9001,Amazon,FinTech,UK,Big Tech,Feb,2026,14283.0,12.6,,6.7,8.7,1791.0,Hiring Freeze,42.0,ML Engineer,,-5.1,,7.0,7.0,5.2,Recession
T9002,Amazon,Social Media,Canada,Startup,Sep,2024,2292.0,6.5,,6.5,6.6,2203.0,Hiring Freeze,57.6,Frontend Developer,33.1,58.2,21.2,4.8,6.5,8.5,Bull Market
T9003,Meta,Cloud,Canada,Mid-size,Jul,2025,12188.0,21.1,Cost Cutting,11.1,9.7,1710.0,Hiring Freeze,27.9,DevOps Engineer,-13.3,46.8,22.8,7.3,6.3,5.6,Recession
T9004,Netflix,Gaming,USA,Big Tech,Apr,2025,317.0,2.9,AI Automation,7.2,8.4,,Moderate Hiring,52.8,Data Scientist,57.8,13.4,14.9,7.1,6.5,6.1,Bull Market
T9005,Airbnb,Cloud,Germany,Big Tech,Oct,2025,11011.0,15.0,Overhiring Correction,16.0,9.2,1062.0,Hiring Freeze,44.9,Cloud Engineer,89.7,36.1,6.8,9.7,7.3,6.6,Recession
T9006,Apple,E-Commerce,Canada,Mid-size,Aug,2025,352.0,8.1,Market Slowdown,2.0,5.8,5151.0,Moderate Hiring,82.0,DevOps Engineer,57.1,15.3,5.1,2.7,6.0,7.3,Stable
T9007,OpenAI,Cloud,India,Enterprise,Feb,2026,720.0,15.6,Market Slowdown,3.8,4.4,911.0,Downsizing,73.8,DevOps Engineer,39.9,57.6,23.0,3.0,,7.4,Stable
T9008,Intel,FinTech,Canada,Big Tech,Aug,2024,13207.0,,,1.7,5.3,56.0,Hiring Freeze,,Cloud Engineer,-34.3,,-12.9,1.8,4.6,5.2,
T9009,NVIDIA,AI,,Startup,Sep,2024,14188.0,12.4,Restructuring,6.6,4.6,,Moderate Hiring,29.2,ML Engineer,-3.5,49.2,24.2,6.1,6.9,6.9,Recession
T9010,OpenAI,AI,Germany,Startup,May,2025,4678.0,16.6,Cost Cutting,3.8,8.0,2645.0,Hiring Freeze,73.6,Data Scientist,9.5,21.6,,2.7,,4.4,Stable
T9011,Palantir,Cloud,Canada,Big Tech,May,2025,,1.9,AI Automation,10.6,10.0,287.0,Moderate Hiring,69.8,ML Engineer,-15.3,46.3,19.0,8.2,8.2,6.5,Bull Market
T9012,Google,FinTech,India,Enterprise,Aug,2024,4520.0,3.4,Cost Cutting,12.1,8.1,4379.0,Moderate Hiring,23.2,Cloud Engineer,86.4,11.8,12.6,9.8,9.0,6.6,Stable
T9013,Meta,AI,Germany,Mid-size,Sep,2024,951.0,7.5,Overhiring Correction,3.1,3.5,,Moderate Hiring,49.4,Data Scientist,-4.5,39.2,,3.6,6.9,7.7,Bull Market
T9014,Meta,E-Commerce,Canada,Mid-size,Apr,2026,2478.0,11.1,Overhiring Correction,3.7,6.0,5921.0,Moderate Hiring,20.7,ML Engineer,33.8,-22.4,-17.7,3.2,4.4,5.6,Stable
T9015,OpenAI,Social Media,Germany,Big Tech,Jun,2024,18919.0,29.7,Cost Cutting,9.1,10.0,205.0,Hiring Freeze,50.3,DevOps Engineer,37.7,14.1,-1.1,9.5,3.1,4.4,Recession
T9016,Databricks,Cybersecurity,Canada,Mid-size,Sep,2025,10889.0,26.9,Market Slowdown,12.0,10.0,1073.0,Hiring Freeze,65.1,Data Scientist,13.3,33.9,12.3,8.9,4.6,3.9,Recession
T9017,Databricks,,USA,Enterprise,Feb,2026,16720.0,9.4,Market Slowdown,9.1,10.0,1033.0,Hiring Freeze,39.1,Cloud Engineer,88.4,-15.4,-3.0,9.7,,4.4,Recession
T9018,Anthropic,Cloud,UK,Big Tech,Feb,2026,717.0,,Overhiring Correction,5.2,4.9,2493.0,Hiring Freeze,82.4,Data Scientist,53.0,36.6,12.3,5.7,8.2,,Stable
T9019,Google,,India,Enterprise,Jan,2026,2573.0,,AI Automation,8.7,10.0,787.0,Hiring Freeze,56.1,DevOps Engineer,47.8,-23.7,-7.4,6.6,5.6,4.3,Stable
T9020,Oracle,AI,Germany,Mid-size,Aug,2024,16322.0,12.4,Overhiring Correction,1.1,1.9,4054.0,Hiring Freeze,55.2,Data Scientist,28.9,-22.2,-11.4,1.5,5.1,6.3,Recession
T9021,Amazon,AI,Singapore,Big Tech,Jan,2026,902.0,,,,6.6,2269.0,Moderate Hiring,17.0,Data Scientist,-34.0,51.2,28.7,9.2,9.1,8.4,Bull Market
T9022,Netflix,AI,Canada,Enterprise,Mar,2025,1555.0,2.8,AI Automation,8.5,7.2,4910.0,Aggressive Hiring,15.1,ML Engineer,69.3,-5.3,8.1,,6.9,7.0,
T9023,NVIDIA,Cloud,UK,Startup,Jul,2025,5901.0,15.1,Overhiring Correction,4.7,8.4,2840.0,Moderate Hiring,76.1,Cloud Engineer,-4.5,14.9,-2.3,5.1,8.0,5.9,Stable
T9024,Anthropic,FinTech,Canada,Startup,Jun,2024,1784.0,0.6,Market Slowdown,5.9,7.4,5759.0,Moderate Hiring,36.5,DevOps Engineer,-36.4,26.5,22.5,6.1,6.0,7.8,Bull Market
T9025,Meta,Social Media,USA,Startup,Jun,2024,587.0,,Market Slowdown,4.8,4.1,3698.0,Hiring Freeze,84.5,Cybersecurity Analyst,-41.0,-9.1,,,8.0,6.2,Stable
T9026,Stripe,Social Media,India,Enterprise,May,2024,4629.0,17.4,Cost Cutting,5.2,6.8,3752.0,Hiring Freeze,83.4,Data Scientist,79.1,25.0,3.7,5.6,4.9,6.6,Stable
T9027,OpenAI,E-Commerce,USA,Startup,Apr,2024,6569.0,,Overhiring Correction,,8.2,84.0,Downsizing,79.8,Cybersecurity Analyst,-36.5,5.1,3.4,3.2,7.3,5.1,Recession
T9028,OpenAI,Cybersecurity,India,Mid-size,Oct,2024,18791.0,19.8,Cost Cutting,,10.0,184.0,Hiring Freeze,17.2,ML Engineer,46.1,40.9,14.6,7.0,6.5,5.0,Recession
T9029,Airbnb,Cybersecurity,Singapore,Startup,Nov,2026,13590.0,18.9,Restructuring,6.1,10.0,172.0,Hiring Freeze,31.5,Data Scientist,-5.9,26.8,-0.6,8.3,,4.7,Recession
T9030,Spotify,Social Media,USA,Startup,Apr,2024,6144.0,14.5,Restructuring,8.9,9.1,3573.0,,,Cloud Engineer,-20.6,-14.7,-13.1,7.4,7.0,5.0,Stable
T9031,Netflix,Cybersecurity,Singapore,Enterprise,Apr,2026,79.0,7.9,Restructuring,2.6,4.0,3070.0,Hiring Freeze,69.7,ML Engineer,,44.7,26.9,3.4,7.9,7.9,
T9032,NVIDIA,AI,Singapore,Mid-size,Aug,2024,1299.0,10.6,Overhiring Correction,14.2,10.0,4557.0,Moderate Hiring,47.9,Data Scientist,68.9,-7.8,2.2,9.9,4.9,5.1,Stable
T9033,Spotify,FinTech,India,Enterprise,Mar,2024,1584.0,17.4,Restructuring,1.1,6.0,2075.0,Hiring Freeze,78.9,ML Engineer,33.0,,19.1,1.4,8.5,6.2,Stable
T9034,Adobe,E-Commerce,India,Mid-size,Apr,2025,15583.0,28.2,Cost Cutting,2.8,6.7,1714.0,Downsizing,73.8,Product Manager,-37.6,31.0,10.2,4.0,6.5,4.3,Recession
T9035,Netflix,Social Media,Germany,Startup,Mar,2024,12912.0,35.2,Cost Cutting,4.0,,1931.0,Downsizing,11.6,Product Manager,,18.2,7.5,2.4,5.6,2.3,Recession
T9036,SAP,FinTech,Germany,Startup,Sep,2024,4008.0,10.7,Market Slowdown,16.6,6.4,5959.0,Moderate Hiring,13.2,Cybersecurity Analyst,-11.8,36.5,11.5,9.9,6.1,7.0,Stable
T9037,Spotify,Social Media,USA,Big Tech,Oct,2026,97.0,9.7,AI Automation,3.9,8.3,5448.0,Moderate Hiring,39.3,Software Engineer,-32.8,41.4,20.9,6.1,6.8,6.9,Bull Market
T9038,Anthropic,Gaming,USA,Mid-size,May,2024,936.0,,Cost Cutting,8.4,,3690.0,Hiring Freeze,69.4,ML Engineer,72.0,24.1,2.0,5.7,6.7,4.8,Stable
T9039,Databricks,E-Commerce,India,Enterprise,Jun,2024,19973.0,21.1,Cost Cutting,4.5,6.7,284.0,Downsizing,84.4,DevOps Engineer,32.0,17.5,-1.8,2.8,5.1,4.3,Recession
T9040,Anthropic,Social Media,Canada,Mid-size,Oct,2024,1647.0,9.4,Overhiring Correction,6.6,4.8,3254.0,Moderate Hiring,74.4,Software Engineer,,-13.1,1.9,4.0,5.4,5.4,Bull Market
T9041,OpenAI,Gaming,UK,Startup,Oct,2024,1790.0,1.0,Restructuring,2.7,1.0,3824.0,Moderate Hiring,30.8,,50.9,39.4,16.4,2.3,9.8,9.8,Bull Market
T9042,SAP,E-Commerce,Canada,Enterprise,Jun,2025,1126.0,8.4,Market Slowdown,11.9,7.7,5689.0,Moderate Hiring,42.1,Cloud Engineer,34.3,-15.0,-6.9,8.0,5.3,5.0,Bull Market
T9043,Databricks,FinTech,UK,Enterprise,Mar,2026,2665.0,22.4,,5.4,6.7,374.0,Hiring Freeze,69.5,Cloud Engineer,25.4,47.9,7.3,5.0,6.1,6.2,Recession
T9044,Airbnb,E-Commerce,India,Big Tech,Mar,2024,13597.0,,Cost Cutting,7.8,10.0,1922.0,Hiring Freeze,26.6,Product Manager,19.3,0.0,,9.3,4.5,3.5,Recession
T9045,Spotify,Cybersecurity,India,Mid-size,Jun,2026,6217.0,16.2,Restructuring,4.4,8.3,289.0,Hiring Freeze,32.5,Cybersecurity Analyst,-16.5,43.7,,4.1,8.7,6.3,Stable
T9046,Airbnb,E-Commerce,Canada,Enterprise,Oct,2024,,5.9,AI Automation,11.3,10.0,5742.0,,,Product Manager,46.9,0.7,2.7,8.5,4.7,6.3,Bull Market
T9047,Microsoft,Gaming,Germany,Enterprise,Mar,2025,380.0,3.0,Market Slowdown,5.0,3.7,2407.0,Moderate Hiring,61.0,,15.7,40.2,15.3,6.3,6.6,7.8,Bull Market
T9048,Intel,,Singapore,Big Tech,Aug,2024,4890.0,12.1,Market Slowdown,9.9,10.0,5793.0,Moderate Hiring,45.4,Cybersecurity Analyst,18.9,-4.7,,7.1,4.9,3.9,Stable
T9049,OpenAI,AI,Germany,Startup,Nov,2026,,9.6,Cost Cutting,4.9,6.4,1332.0,Hiring Freeze,81.3,ML Engineer,12.8,1.1,7.3,6.2,8.0,5.1,Stable
T9050,Airbnb,,India,Mid-size,Mar,2026,2011.0,5.9,Market Slowdown,1.8,4.2,1712.0,Hiring Freeze,63.7,Frontend Developer,-3.2,22.7,2.9,1.3,7.7,8.2,Stable
T9051,Salesforce,AI,USA,Mid-size,Feb,2024,5167.0,9.1,Cost Cutting,2.6,4.9,2509.0,Hiring Freeze,40.2,Data Scientist,,25.0,-0.0,3.8,7.4,7.0,Stable
T9052,Spotify,AI,USA,Mid-size,Nov,2024,1819.0,6.7,AI Automation,12.0,6.9,,Aggressive Hiring,85.6,ML Engineer,81.9,-15.7,2.4,7.2,7.6,,Stable
T9053,Apple,Cloud,USA,Startup,Sep,2024,6293.0,17.6,Cost Cutting,10.4,10.0,1186.0,Hiring Freeze,44.2,,49.1,-21.2,-11.2,7.4,6.7,4.4,Stable
T9054,Oracle,,USA,Big Tech,Nov,2026,13565.0,31.9,Restructuring,4.9,10.0,,Downsizing,82.2,Frontend Developer,18.4,35.9,13.1,6.9,4.8,3.4,Recession
T9055,Oracle,Cloud,USA,Big Tech,May,2026,2246.0,5.3,Overhiring Correction,6.7,4.0,2571.0,Moderate Hiring,77.5,Frontend Developer,,,-2.2,4.3,7.7,6.2,Bull Market
T9056,Oracle,Gaming,India,Big Tech,Sep,2024,6203.0,11.1,Overhiring Correction,4.4,8.8,4390.0,Moderate Hiring,69.8,Frontend Developer,-25.0,56.5,29.4,7.2,8.3,6.5,Stable
T9057,Netflix,Cybersecurity,Canada,Enterprise,Feb,2024,2355.0,25.4,Cost Cutting,9.8,10.0,1164.0,Downsizing,87.7,Data Scientist,75.7,-22.8,-9.6,8.1,6.1,3.2,Recession
T9058,Databricks,,UK,Mid-size,Jun,2024,10038.0,17.2,Overhiring Correction,1.8,5.2,166.0,Downsizing,65.3,Product Manager,-42.0,-23.5,-14.9,1.3,3.4,5.1,Recession
T9059,Airbnb,Cloud,Germany,Enterprise,Oct,2026,29.0,4.6,Restructuring,2.7,1.5,2695.0,Moderate Hiring,72.2,ML Engineer,34.6,,7.1,3.1,8.1,8.1,Bull Market
T9060,Databricks,FinTech,Canada,Big Tech,Jan,2026,1090.0,6.9,AI Automation,11.2,10.0,3259.0,Moderate Hiring,45.4,ML Engineer,67.5,2.9,-5.8,7.3,6.8,4.9,Bull Market
T9061,Airbnb,Social Media,USA,Big Tech,Apr,2024,3385.0,11.3,Cost Cutting,2.4,7.6,2448.0,Hiring Freeze,63.4,Product Manager,43.6,50.4,20.3,3.8,7.0,7.0,Stable
T9062,Databricks,Social Media,Germany,,Jul,2025,1826.0,10.0,AI Automation,5.5,8.7,1647.0,Hiring Freeze,60.7,Frontend Developer,-14.5,40.6,14.0,4.0,8.6,5.5,
T9063,Amazon,FinTech,USA,Big Tech,Jul,2025,,,Overhiring Correction,2.5,1.9,3707.0,Moderate Hiring,35.4,Cloud Engineer,-9.0,-18.9,-6.0,2.3,6.8,6.2,Stable
T9064,Apple,Cloud,Canada,Big Tech,Sep,2024,4312.0,8.5,Restructuring,2.6,2.5,5089.0,Hiring Freeze,47.7,DevOps Engineer,41.6,-2.3,7.5,2.5,4.3,6.0,Stable
T9065,Stripe,AI,USA,Startup,Aug,2024,2084.0,3.8,Cost Cutting,11.2,2.7,4446.0,Moderate Hiring,54.1,Data Scientist,21.2,37.3,14.4,6.8,8.3,,Bull Market
T9066,Netflix,Cloud,Germany,Startup,Sep,2026,5028.0,,Overhiring Correction,6.2,10.0,1145.0,Hiring Freeze,27.2,Software Engineer,46.9,35.3,4.7,9.7,6.7,5.4,Recession
T9067,,,Singapore,Mid-size,Apr,2026,17034.0,11.8,Market Slowdown,2.9,3.8,387.0,Hiring Freeze,10.2,Data Scientist,78.5,8.9,-0.3,,8.2,5.7,Recession
T9068,Databricks,E-Commerce,India,Startup,Apr,2026,950.0,3.3,Overhiring Correction,4.8,6.8,3606.0,Moderate Hiring,79.5,Cybersecurity Analyst,62.7,56.5,34.0,7.8,8.0,8.4,Bull Market
T9069,Anthropic,Social Media,Singapore,Mid-size,Oct,2026,,2.8,AI Automation,5.3,5.0,857.0,Hiring Freeze,26.9,ML Engineer,39.9,21.1,19.8,4.7,7.8,,Bull Market
T9070,Adobe,Gaming,Singapore,Enterprise,Apr,2026,619.0,6.7,Restructuring,3.9,6.3,5663.0,Moderate Hiring,16.9,ML Engineer,83.7,-19.9,2.2,,,6.2,Bull Market
T9071,Microsoft,E-Commerce,USA,Startup,Mar,2026,,6.0,,11.1,10.0,5869.0,Moderate Hiring,81.3,DevOps Engineer,2.3,-0.3,,6.9,8.1,5.8,Bull Market
T9072,Databricks,Social Media,India,,Dec,2026,2060.0,6.2,AI Automation,1.6,2.4,3298.0,Moderate Hiring,34.4,ML Engineer,87.8,,-17.0,1.5,4.8,6.0,Bull Market
T9073,Meta,AI,UK,Startup,Jan,2026,1020.0,9.4,Overhiring Correction,7.8,9.7,8918.0,Moderate Hiring,80.2,Data Scientist,71.7,12.2,2.7,6.9,8.0,,Bull Market
T9074,OpenAI,Gaming,Canada,,Nov,2024,18103.0,13.4,Market Slowdown,2.9,2.7,1364.0,Downsizing,87.3,DevOps Engineer,-20.3,0.5,-8.4,1.7,4.9,5.5,Recession
T9075,Apple,Social Media,USA,Big Tech,Nov,2025,8197.0,,Restructuring,4.3,9.0,,Hiring Freeze,79.1,,-0.8,40.5,15.9,5.9,5.6,5.9,Recession
T9076,Airbnb,AI,USA,Startup,Jun,2024,,39.8,AI Automation,13.6,10.0,4768.0,Hiring Freeze,,Data Scientist,1.8,8.7,1.9,9.6,,1.6,Recession
T9077,Databricks,Social Media,Singapore,Enterprise,Apr,2025,1816.0,5.2,Market Slowdown,12.6,,,Aggressive Hiring,30.2,ML Engineer,75.2,-11.6,-0.3,7.8,5.3,5.6,Bull Market
T9078,Airbnb,Cloud,Germany,Startup,Dec,2024,4230.0,14.6,Market Slowdown,12.2,10.0,4337.0,Hiring Freeze,35.5,DevOps Engineer,38.6,34.5,3.5,7.9,7.2,5.3,Stable
T9079,Google,E-Commerce,Germany,Mid-size,Mar,2025,2177.0,0.1,Market Slowdown,11.2,9.2,2202.0,Moderate Hiring,45.9,Product Manager,69.8,4.0,14.3,8.1,8.6,6.2,Bull Market
T9080,Meta,Cybersecurity,Singapore,Enterprise,Sep,2024,2749.0,15.6,AI Automation,1.8,2.8,849.0,Hiring Freeze,25.6,Cloud Engineer,-2.0,28.0,6.7,1.2,5.2,7.6,Stable
T9081,OpenAI,Gaming,Singapore,Enterprise,Jul,2024,15874.0,13.3,AI Automation,6.6,7.1,424.0,Downsizing,74.9,Product Manager,68.1,-5.8,0.1,4.3,5.6,4.3,Recession
T9082,NVIDIA,AI,Germany,Big Tech,Apr,2026,8462.0,36.5,AI Automation,5.6,,5747.0,Hiring Freeze,79.9,Data Scientist,-9.0,47.6,3.0,5.1,5.3,3.6,Recession
T9083,OpenAI,Cloud,Germany,Mid-size,Aug,2025,298.0,5.8,Overhiring Correction,4.3,7.9,378.0,Hiring Freeze,74.7,Cybersecurity Analyst,62.5,-2.8,6.9,5.8,4.9,6.7,
T9084,Spotify,Cybersecurity,India,Big Tech,Aug,2024,1912.0,3.4,AI Automation,10.3,10.0,5998.0,Moderate Hiring,30.7,Data Scientist,31.3,-0.6,3.5,7.8,8.5,,
T9085,Uber,Gaming,Canada,Startup,Oct,2025,1770.0,7.8,Restructuring,11.3,9.1,,Aggressive Hiring,26.9,ML Engineer,17.4,21.7,14.8,9.0,,,Bull Market
T9086,Palantir,Cybersecurity,India,Mid-size,Apr,2026,9977.0,32.8,Market Slowdown,11.8,10.0,886.0,Hiring Freeze,,Product Manager,52.5,10.2,-7.7,7.5,2.9,3.5,Recession
T9087,Anthropic,E-Commerce,India,Mid-size,Nov,2024,1271.0,11.4,Cost Cutting,8.4,7.7,2476.0,Moderate Hiring,61.7,ML Engineer,63.2,10.9,-1.5,7.3,7.4,6.4,Stable
T9088,Adobe,Gaming,India,Mid-size,Feb,2024,3337.0,17.0,AI Automation,4.5,5.0,2864.0,Hiring Freeze,23.9,Cloud Engineer,68.7,-7.2,0.2,5.7,4.0,4.7,Stable
T9089,Spotify,Social Media,UK,Mid-size,Jun,2025,644.0,4.2,Restructuring,9.9,10.0,2351.0,Moderate Hiring,30.3,Software Engineer,74.3,4.7,7.8,7.7,6.2,5.8,
T9090,Salesforce,Gaming,Germany,Big Tech,Dec,2025,1189.0,12.1,AI Automation,8.0,8.1,5575.0,Moderate Hiring,67.9,Software Engineer,81.1,-15.4,-1.2,7.9,5.7,5.4,Stable
T9091,Apple,FinTech,USA,,May,2024,5952.0,14.6,AI Automation,2.4,3.8,3362.0,Hiring Freeze,39.1,Product Manager,1.6,-4.8,-11.5,2.0,6.2,5.0,Stable
T9092,Google,Cybersecurity,UK,Mid-size,Dec,2026,16629.0,35.7,AI Automation,,9.4,1961.0,Downsizing,37.0,Product Manager,45.6,45.3,13.6,2.3,6.9,4.1,Recession
T9093,Airbnb,Social Media,USA,Big Tech,May,2025,18485.0,39.0,Restructuring,7.8,10.0,940.0,Downsizing,59.5,Frontend Developer,12.2,,0.1,8.4,5.3,3.2,
T9094,Anthropic,AI,India,Big Tech,May,2026,4807.0,17.6,Overhiring Correction,10.3,10.0,9423.0,Aggressive Hiring,48.2,Data Scientist,,18.1,7.8,7.7,5.3,4.9,Recession
T9095,Intel,AI,Singapore,Startup,Nov,2026,3438.0,5.3,Restructuring,4.6,7.0,4471.0,Moderate Hiring,73.3,Data Scientist,13.4,26.3,,5.3,7.5,6.6,Stable
T9096,Microsoft,Cloud,UK,,Nov,2026,6038.0,33.7,,4.9,10.0,789.0,Downsizing,44.7,Frontend Developer,50.7,23.0,3.4,8.1,3.7,3.3,Recession
T9097,Stripe,E-Commerce,Germany,Big Tech,Oct,2024,3951.0,12.8,Restructuring,8.1,,4731.0,Hiring Freeze,78.5,Frontend Developer,70.8,6.0,-2.1,5.4,4.5,6.9,Stable
T9098,Intel,Cybersecurity,Singapore,Startup,Aug,2025,370.0,7.9,Market Slowdown,5.4,10.0,2331.0,Hiring Freeze,29.0,ML Engineer,-25.3,-11.6,0.2,8.9,,4.5,Bull Market
T9099,Oracle,Cybersecurity,UK,Mid-size,Jun,2025,2640.0,5.6,Restructuring,10.2,8.2,5064.0,Moderate Hiring,36.9,Cloud Engineer,,40.9,12.3,,7.8,7.4,Stable
T9100,Airbnb,FinTech,UK,Big Tech,Jan,2024,13322.0,39.9,AI Automation,10.7,10.0,719.0,Downsizing,72.7,ML Engineer,83.4,,-10.5,6.3,1.7,,Recession
